0,0.00099373,2.48433E-06,0,0.00173614,-0.01466179,-0.00284004
0.03900957,0.00099373,2.48433E-06,0,0.00173614,0.00610733,-0.003479
0.05901527,0.00099373,2.48433E-06,0,0.00173614,-0.00443649,-0.00060272
0.07899952,0.00003624,9.06E-08,0,0.00173614,0.00131416,0.00163269
0.09912348,0.00003624,9.06E-08,0,0.00173614,0.00514793,0.00355148
0.11900377,0.00131416,3.2854E-06,0,0.00173614,0.00387001,0.00706482
0.13900757,0.00035477,8.86925E-07,0,0.00173614,0.0099411,0.00834274
0.15902424,0.00131416,3.2854E-06,0,0.00173614,0.01281548,0.00802422
0.17901087,0.0006752,0.000001688,0,0.00173614,0.01281548,0.01058006
0.1991272,0.0006752,0.000001688,0,0.00173614,0.01217651,0.01217651
0.21902609,0.00099373,2.48433E-06,0,0.00173614,0.01313591,0.01473427
0.23901033,0.00035477,8.86925E-07,0,0.00173614,0.02367973,0.01729012
0.25903845,0.00163269,4.08173E-06,0,0.00173614,0.01537323,0.01665115
0.27904177,0.00163269,4.08173E-06,0,0.00165347,0.02144241,0.01952553
0.29915285,0.00131416,3.2854E-06,0,0.00165347,0.01665115,0.01888657
0.31903696,0.0006752,0.000001688,0,0.00165347,0.02144241,0.02176285
0.33902359,0.00035477,8.86925E-07,0,0.00165347,0.02591705,0.02208138
0.35904312,0.0006752,0.000001688,0,0.00165347,0.0284729,0.02591705
0.37904263,0.0006752,0.000001688,0,0.00165347,0.02591705,0.02687454
0.39914846,0.00099373,2.48433E-06,0,0.00165347,0.03006935,0.02943039
0.41904736,0.00035477,8.86925E-07,0,0.00165347,0.03038979,0.02943039
0.43904591,0.0006752,0.000001688,0,0.00165347,0.03326416,0.03134727
0.45905256,0.00131416,3.2854E-06,0,0.00165347,0.03869629,0.03326416
0.47904301,0.00035477,8.86925E-07,0,0.00165347,0.02815247,0.03326416
0.49955845,0.00163269,4.08173E-06,0,0.00165347,0.03550148,0.0367794
0.51907158,0.00131416,3.2854E-06,0,0.00165347,0.03805733,0.03582001
0.53905964,0.00035477,8.86925E-07,0,0.00165347,0.03582001,0.03869629
0.55907249,0.0006752,0.000001688,0,0.00165347,0.03869629,0.04093361
0.57905817,0.0006752,0.000001688,0,0.00165347,0.03614044,0.04157257
0.59918118,0.0006752,0.000001688,0,0.00157079,0.03837776,0.04061317
0.61906815,0.00003624,9.06E-08,0,0.00157079,0.03933525,0.04093361
0.63905859,0.00035477,8.86925E-07,0,0.00157079,0.04253006,0.04157257
0.65906906,0.00131416,3.2854E-06,0,0.00157079,0.04540634,0.04348946
0.67906523,0.0006752,0.000001688,0,0.00157079,0.04316902,0.04380798
0.69918156,0.00035477,8.86925E-07,0,0.00140545,0.04348946,0.04157257
0.71907902,0.00099373,2.48433E-06,0,0.00099208,0.0367794,0.03901672
0.73907089,0.00099373,2.48433E-06,0,0.00099208,0.04348946,0.0377388
0.75908995,0.00099373,2.48433E-06,0,0.00099208,0.03709984,0.03933525
0.77910423,0.0006752,0.000001688,0,0.00099208,0.03294563,0.03869629
0.79921246,0.00131416,3.2854E-06,0,0.00099208,0.03805733,0.03550148
0.81908989,0.00131416,3.2854E-06,0,0.00099208,0.0377388,0.03614044
0.83909369,-0.00028419,-7.10475E-07,0,0.00099208,0.03646088,0.03614044
0.85909319,0.00163269,4.08173E-06,0,0.00099208,0.03582001,0.03422356
0.87909126,0.00035477,8.86925E-07,0,0.00099208,0.03486252,0.03422356
0.89920425,-0.00028419,-7.10475E-07,0,0.00099208,0.03422356,0.03390312
0.9190979,0.0006752,0.000001688,0,0.00099208,0.03869629,0.03358459
0.93910027,0.0006752,0.000001688,0,0.00099208,0.03294563,0.03390312
0.95910931,0.00163269,4.08173E-06,0,0.00099208,0.0284729,0.03198624
